latitude,longitude,dpc_type,onsite
40.031458,-80.72832799999999,Hybrid,No
40.0724951,-80.8617352,Hybrid,No
38.9672115,-104.7378099,Pure DPC,No
39.1533813,-77.0543776,Pure DPC,No
38.9327326,-104.712949,Pure DPC,No
39.6251994,-104.8970022,Pure DPC,No
39.5674914,-104.8699529,Pure DPC,No
38.827406,-104.8233002,Pure DPC,No
45.604797,-122.49798,Hybrid,No
47.1906729,-122.2872941,Pure DPC,Yes
35.69144989999999,-88.8305958,Pure DPC,No
42.9875283,-88.0839183,Pure DPC,Yes
43.49542779999999,-88.5443908,Pure DPC,Yes
43.329951,-88.39607149999999,Pure DPC,Yes
43.329951,-88.39607149999999,Pure DPC,Yes
43.0279776,-87.9711504,Pure DPC,Yes
38.3100379,-85.578867,Pure DPC,Yes
38.2521957,-85.7314506,Pure DPC,Yes
38.2563673,-85.7585738,Pure DPC,Yes
47.31176,-122.294551,Pure DPC,Yes
34.9739982,-80.5141068,Pure DPC,Yes
34.951462,-81.9327873,Pure DPC,Yes
34.9627246,-81.99932559999999,Pure DPC,Yes
47.2518289,-122.4385583,Pure DPC,Yes
32.8025796,-79.88842009999999,Pure DPC,Yes
38.3289459,-104.7415434,Pure DPC,Yes
38.4483038,-105.1836032,Pure DPC,Yes
25.7755399,-80.2636983,Pure DPC,Yes
38.2313636,-104.660012,Pure DPC,Yes
39.7116275,-105.0865674,Pure DPC,Yes
39.99892,-105.038121,Pure DPC,Yes
39.8017553,-105.0963743,Pure DPC,Yes
40.0288136,-105.2627334,Pure DPC,Yes
38.2819218,-104.6109636,Pure DPC,Yes
39.7367235,-104.9840588,Pure DPC,Yes
39.5907577,-104.8005009,Pure DPC,Yes
32.9205384,-80.1196531,Pure DPC,Yes
41.4051392,-81.664174,Pure DPC,Yes
41.5884253,-81.5195262,Pure DPC,Yes
41.6600536,-81.3666567,Pure DPC,Yes
43.00085809999999,-88.1290966,Pure DPC,Yes
42.9760562,-88.2333996,Pure DPC,Yes
43.0501131,-88.22303289999999,Pure DPC,Yes
43.0661978,-88.48034469999999,Pure DPC,Yes
39.623459,-104.8937888,Pure DPC,Yes
39.7514097,-105.0021415,Pure DPC,Yes
43.4802611,-88.81115650000001,Pure DPC,Yes
43.0981314,-88.07373899999999,Pure DPC,Yes
43.1202082,-88.19223679999999,Pure DPC,Yes
43.1698047,-88.1061502,Pure DPC,Yes
38.2433815,-85.7362452,Pure DPC,Yes
38.2563898,-85.7500811,Pure DPC,No
38.338792,-85.464564,Pure DPC,No
28.73129579999999,-81.3331631,Pure DPC,No
45.4704341,-122.648223,Pure DPC,No
40.15119250000001,-105.1539066,Hybrid,No
39.9764572,-104.7891974,Hybrid,No
40.0886565,-104.9659921,Hybrid,No
39.9855389,-105.236777,Hybrid,No
40.1529281,-105.103284,Hybrid,No
40.1820706,-105.123383,Hybrid,No
39.9447958,-105.8104544,Hybrid,No
27.9377589,-82.46528099999999,Pure DPC,No
39.9124942,-105.0018244,Pure DPC,Yes
41.3202507,-105.5620725,Hybrid,No
42.348759,-83.487837,Hybrid,No
40.5736006,-105.0586183,Pure DPC,No
39.1017803,-77.19052669999999,Hybrid,No
42.221095,-83.628981,Hybrid,No
25.5181647,-80.4228332,Hybrid,No
25.6570687,-80.4243936,Hybrid,No
37.8190289,-81.18979949999999,Pure DPC,No
38.3231251,-81.5839446,Pure DPC,No
32.9531284,-96.6260193,Pure DPC,No
28.8794228,-81.28106799999999,Hybrid,No
43.8078081,-72.1535014,Hybrid,No
29.9865757,-81.4523176,Pure DPC,No
44.18112929999999,-69.13387589999999,Pure DPC,No
32.3053865,-110.9796068,Pure DPC,No
44.047071,-123.0970675,Pure DPC,No
33.041048,-96.79377249999999,Pure DPC,No
34.6094277,-98.39501639999999,Pure DPC,No
39.14453719999999,-82.9757458,Pure DPC,No
39.167936,-76.852876,Pure DPC,No
32.5424812,-90.31127280000001,Pure DPC,No
41.9529772,-87.67904089999999,Pure DPC,No
43.7354068,-70.2988048,Pure DPC,No
38.92496269999999,-92.3638755,Pure DPC,No
41.0328636,-111.9383925,Hybrid,No
42.1015798,-80.0798171,Pure DPC,No
38.0502162,-78.5414615,Pure DPC,No
40.691846,-73.9875588,Unknown/Other,No
40.7071228,-74.00777149999999,Unknown/Other,No
39.9708395,-74.9201021,Pure DPC,No
25.7560835,-80.2579629,Pure DPC,No
38.080409,-78.6253179,Pure DPC,No
43.048279,-72.667458,Pure DPC,No
39.0432373,-94.610793,Pure DPC,No
36.0254675,-115.0466595,Pure DPC,No
26.4865483,-81.8410255,Pure DPC,No
35.9150212,-86.8829105,Pure DPC,No
42.51200841858314,-70.90004410151599,Pure DPC,No
38.2387276,-85.49423499999999,Pure DPC,No
44.0335233,-69.5193054,Pure DPC,No
37.6950539,-97.1378306,Pure DPC,No
39.9314638,-86.0143014,Pure DPC,No
35.7943027,-78.8187542,Pure DPC,No
35.8973055,-78.60542509999999,Pure DPC,No
27.0527315,-82.1589726,Pure DPC,No
37.2977406,-89.5752199,Pure DPC,No
34.4841854,-85.8539217,Pure DPC,No
43.1728564,-79.0385143,Pure DPC,No
36.1002392,-86.8201905,Hybrid,No
44.0618616,-123.0750541,Pure DPC,No
38.1132928,-92.6898835,Pure DPC,No
27.7669321,-82.3952453,Hybrid,No
32.8628411,-96.8081,Pure DPC,No
30.4218403,-91.15184289999999,Pure DPC,No
47.6239847,-122.1865352,Pure DPC,No
40.0114908,-88.16188029999999,Pure DPC,No
41.8043144,-87.88772809999999,Pure DPC,No
39.1880471,-96.59758939999999,Pure DPC,No
38.8990704,-92.3364156,Pure DPC,No
34.0828154,-84.3552729,Pure DPC,No
37.2083016,-93.2972344,Pure DPC,No
40.4109991,-104.7783936,Pure DPC,No
35.4699852,-79.1711887,Pure DPC,No
30.3029639,-97.7399303,Pure DPC,No
32.7837383,-79.9428602,Pure DPC,No
32.8759336,-79.7797183,Pure DPC,No
34.2726947,-85.1813482,Pure DPC,No
35.1527351,-79.4191243,Pure DPC,No
46.007629,-92.9283241,Hybrid,No
39.851304,-105.0508683,Hybrid,No
46.4418397,-92.7762162,Hybrid,No
46.125344,-92.88154709999999,Hybrid,No
45.1319677,-93.4803896,Hybrid,No
45.11678,-93.401623,Hybrid,No
45.0240705,-93.4794194,Hybrid,No
45.0217375,-93.17826529999999,Hybrid,No
45.3012228,-93.7795369,Hybrid,No
45.1855237,-93.2357711,Hybrid,No
45.1072442,-93.2591782,Hybrid,No
44.7507391,-93.2673605,Hybrid,No
47.5311038,-121.8727072,Hybrid,No
45.195402,-93.8712832,Hybrid,No
45.0767497,-93.0505886,Hybrid,No
45.2254146,-93.6650492,Hybrid,No
44.7369294,-93.20834099999999,Hybrid,No
43.0538372,-89.49077590000002,Pure DPC,No
39.1798318,-77.2641324,Hybrid,No
40.7539697,-73.9925879,Hybrid,No
40.8440698,-73.83538180000001,Hybrid,No
40.77636030000001,-73.5255924,Hybrid,No
40.5247082,-111.8510192,Hybrid,No
45.0129622,-93.1066156,Hybrid,No
44.7921189,-93.59942389999999,Hybrid,No
40.629064,-74.0252843,Hybrid,No
45.1919404,-93.5507312,Hybrid,No
45.0147379,-93.32200639999999,Hybrid,No
45.056434,-93.3588675,Hybrid,No
44.99501009999999,-93.5039735,Hybrid,No
44.9194235,-93.16738939999999,Hybrid,No
41.5969632,-93.7899774,Pure DPC,No
41.2368145,-96.18079759999999,Pure DPC,No
39.459722,-87.4163935,Pure DPC,No
31.6426595,-94.63961909999999,Pure DPC,No
37.1462321,-93.32142189999999,Pure DPC,No
39.4535326,-75.7357408,Pure DPC,No
29.4856031,-98.4503416,Pure DPC,No
46.7196156,-116.9844801,Pure DPC,No
33.5007267,-86.80049540000002,Pure DPC,No
40.2578881,-80.1868614,Pure DPC,No
29.9928416,-90.1545458,Pure DPC,No
43.6776038,-114.3650938,Pure DPC,No
38.2515479,-78.11325029999999,Pure DPC,No
33.5826797,-85.0627568,Pure DPC,No
42.067969,-88.169679,Pure DPC,No
42.2069456,-121.7334525,Pure DPC,No
34.0658378,-84.3236352,Pure DPC,No
39.7464004,-104.9743897,Pure DPC,No
39.980466,-86.1267343,Pure DPC,No
43.0823304,-88.4773598,Pure DPC,No
43.0165235,-88.1253637,Pure DPC,No
35.2440123,-81.03747849999999,Pure DPC,No
32.8616435,-97.30327,Pure DPC,No
36.1345633,-80.6706633,Pure DPC,No
32.9292323,-96.8412556,Pure DPC,No
32.2893117,-110.9584407,Pure DPC,No
33.57828060000001,-111.8773088,Pure DPC,No
33.5862473,-111.9272837,Pure DPC,No
47.6096667,-122.3226272,Pure DPC,No
20.0237212,-155.6766513,Pure DPC,No
39.9672345,-77.5875021,Pure DPC,No
39.1024953,-77.19443489999999,Pure DPC,No
47.707686,-117.4062718,Pure DPC,No
33.8037635,-118.0673195,Pure DPC,No
42.5120522,-70.9092136,Hybrid,No
39.9833647,-82.8426058,Pure DPC,No
42.5374932,-83.78667010000001,Pure DPC,No
44.87161039999999,-93.3295265,Pure DPC,No
39.2667214,-94.9337568,Pure DPC,No
39.1239758,-84.48844559999999,Pure DPC,No
32.3376016,-110.9897126,Pure DPC,No
35.1561904,-80.8740133,Pure DPC,No
33.1134421,-96.8379133,Pure DPC,No
34.2115136,-78.0300178,Pure DPC,No
37.2288058,-80.0079447,Pure DPC,No
40.7334068,-73.9958123,Pure DPC,No
35.4584729,-80.6004226,Pure DPC,No
31.6968735,-83.2609239,Pure DPC,No
28.0889747,-82.73817009999999,Pure DPC,No
45.7845328,-108.5987688,Pure DPC,No
30.5224155,-97.775064,Pure DPC,No
29.7669429,-95.42132439999999,Pure DPC,No
33.5324946,-82.1338292,Pure DPC,No
32.3415321,-95.303124,Pure DPC,No
40.4851545,-106.8301673,Pure DPC,No
36.1720613,-82.7997407,Unknown/Other,No
42.6798857,-90.1181256,Pure DPC,No
43.3598664,-70.4814028,Pure DPC,No
35.7407132,-78.77897469999999,Pure DPC,No
33.4629469,-112.3368505,Hybrid,No
33.3881064,-111.6119476,Hybrid,No
39.0264984,-77.1251046,Pure DPC,No
39.9415376,-75.2724697,Pure DPC,No
30.2149499,-93.229337,Hybrid,No
40.0000362,-105.094265,Hybrid,No
38.9660711,-77.3703503,Hybrid,No
39.9134266,-104.9840657,Pure DPC,No
42.8486655,-106.2802682,Hybrid,No
40.47692989999999,-79.9218546,Pure DPC,No
41.5664229,-88.1183733,Hybrid,No
40.71847890000001,-73.9964735,Pure DPC,No
44.2872879,-105.5130158,Pure DPC,No
42.5794955,-87.88389409999999,Unknown/Other,No
43.5877999,-119.05925,Pure DPC,No
33.6791302,-78.9675717,Pure DPC,No
32.65943,-96.87727319999999,Pure DPC,No
32.3193379,-96.6468168,Pure DPC,No
32.9426364,-97.0988046,Pure DPC,No
26.7120603,-80.05168789999999,Pure DPC,No
37.0857612,-76.4771904,Pure DPC,No
31.6947888,-109.6840115,Pure DPC,No
35.6082759,-97.5825799,Pure DPC,No
36.0713449,-115.0844488,Pure DPC,No
27.7712558,-82.701927,Pure DPC,No
47.6618389,-122.292552,Pure DPC,No
28.0364517,-82.6578385,Pure DPC,No
33.9532247,-117.3995845,Hybrid,No
44.9428803,-92.91445139999999,Pure DPC,No
32.409613,-81.7703709,Pure DPC,No
32.2219204,-110.9099855,Pure DPC,No
38.3099674,-85.5789322,Unknown/Other,No
29.6311504,-95.6048958,Pure DPC,No
39.887706,-86.2662732,Hybrid,No
48.1071433,-123.4257582,Pure DPC,No
46.8602627,-68.0123448,Pure DPC,No
41.9653854,-70.67010189999999,Hybrid,No
40.5681872,-89.6085725,Pure DPC,No
40.0201432,-105.2699811,Pure DPC,No
42.2446306,-83.7411216,Unknown/Other,No
39.6042496,-105.1528507,Pure DPC,No
29.5822677,-95.5774934,Hybrid,No
42.318177,-122.961936,Hybrid,No
36.0062204,-115.0940913,Pure DPC,No
38.9111135,-94.65238079999999,Pure DPC,No
27.1006711,-82.409797,Pure DPC,No
36.1961749,-86.80445859999999,Pure DPC,No
31.5091314,-97.1928547,Pure DPC,No
31.5963486,-81.89878,Pure DPC,No
26.1582407,-81.7898409,Pure DPC,No
38.57014119999999,-92.23678559999999,Pure DPC,No
35.47501220000001,-84.5988254,Pure DPC,No
45.7276717,-121.4885307,Hybrid,No
39.0842753,-84.3484876,Pure DPC,No
35.8148651,-81.3076452,Pure DPC,No
28.494097,-81.48303419999999,Pure DPC,No
34.2354637,-86.1645992,Pure DPC,No
40.1503867,-82.6921851,Pure DPC,No
38.2258653,-85.72551659999999,Pure DPC,No
42.1675542,-83.2270366,Pure DPC,No
36.2130652,-115.2472003,Pure DPC,No
33.2050549,-84.2824808,Pure DPC,No
29.6234405,-95.5752042,Pure DPC,No
30.4401005,-90.1377449,Pure DPC,No
38.5669945,-90.4094303,Pure DPC,No
33.3932277,-111.9312658,Hybrid,No
33.63765770000001,-112.3267379,Pure DPC,No
27.3215069,-82.52748,Hybrid,No
35.129517,-106.603734,Pure DPC,No
43.81709,-70.14246229999999,Pure DPC,No
43.1939347,-112.3635172,Hybrid,No
36.3196173,-87.67381019999999,Pure DPC,No
47.6772702,-117.0918484,Pure DPC,No
40.0285001,-76.2291728,Hybrid,No
41.26256,-96.06948849999999,Pure DPC,No
38.0314723,-78.4787242,Pure DPC,No
40.2230852,-75.30249669999999,Hybrid,No
26.710619,-80.09809969999999,Pure DPC,No
41.4415064,-88.2720365,Pure DPC,No
35.041914,-85.2978246,Pure DPC,No
38.25547419999999,-104.6148546,Pure DPC,No
30.2900574,-98.8662154,Hybrid,No
37.3793063,-79.2514142,Hybrid,No
34.23971040000001,-77.8760732,Pure DPC,No
44.7715594,-91.45834730000001,Unknown/Other,No
44.8795271,-91.9140839,Unknown/Other,No
38.5516033,-121.4889711,Hybrid,No
40.0066684,-76.7322994,Pure DPC,No
42.27833709999999,-71.2374351,Pure DPC,No
30.4262226,-87.2027605,Pure DPC,No
40.8632925,-74.422462,Pure DPC,No
27.9495261,-82.7988088,Pure DPC,No
36.4211955,-81.4692294,Pure DPC,No
41.59566,-93.80765799999999,Hybrid,No
30.3666665,-97.9483898,Pure DPC,No
32.8438009,-96.99429339999999,Hybrid,Yes
38.9006273,-77.02361140000001,Pure DPC,No
40.7613149,-73.9726805,Pure DPC,No
40.7443359,-73.98913759999999,Pure DPC,No
34.0590031,-118.418866,Pure DPC,No
33.6163961,-117.8760361,Pure DPC,No
34.1440337,-118.2554551,Pure DPC,No
38.9581341,-111.8601924,Pure DPC,No
44.6161997,-123.1151994,Pure DPC,No
40.5572729,-74.343895,Pure DPC,No
33.972779,-84.5486322,Pure DPC,No
32.542819,-97.315516,Pure DPC,No
28.1949527,-82.355486,Pure DPC,No
39.8672418,-86.0971123,Pure DPC,No
32.4901562,-93.7463215,Pure DPC,No
39.60899999999999,-105.100811,Unknown/Other,No
39.0251708,-104.8234826,Pure DPC,No
33.4798856,-112.360928,Pure DPC,No
33.4661247,-111.9355746,Hybrid,No
37.1739265,-95.1083336,Pure DPC,No
38.5867183,-93.6948338,Hybrid,No
33.8686329,-112.1406695,Pure DPC,No
40.9099375,-97.0982161,Hybrid,No
30.3697284,-97.8000455,Pure DPC,No
30.263011,-97.7252699,Pure DPC,No
39.8844794,-84.2244592,Pure DPC,No
42.260553,-89.001522,Pure DPC,No
27.1093463,-82.3877735,Pure DPC,No
40.7908639,-74.254476,Unknown/Other,No
27.8489684,-80.4898091,Hybrid,Yes
47.7566879,-116.787294,Pure DPC,No
30.2670528,-97.69239990000001,Pure DPC,No
43.7020835,-116.6167766,Pure DPC,No
40.1576354,-89.3511455,Pure DPC,No
26.8307973,-80.0877395,Pure DPC,No
35.8864964,-106.0432909,Pure DPC,No
27.4451739,-80.32916589999999,Pure DPC,No
28.1892503,-82.3584544,Hybrid,No
35.7657031,-78.78141719999999,Pure DPC,No
40.642972,-75.3648103,Pure DPC,No
37.5255731,-77.66395349999999,Hybrid,No
33.6740939,-117.6641486,Pure DPC,No
33.3826519,-111.7283156,Pure DPC,No
38.71496399999999,-90.4278322,Pure DPC,No
40.5858757,-105.0727137,Pure DPC,No
30.3035448,-97.74001109999999,Pure DPC,No
32.9004737,-80.0097248,Pure DPC,No
40.2978898,-76.5759087,Hybrid,No
44.0561797,-121.2739372,Pure DPC,No
33.7764302,-84.2757355,Pure DPC,No
30.0580273,-81.5141488,Pure DPC,No
44.2592739,-88.35819599999999,Pure DPC,No
37.5665509,-122.3250044,Pure DPC,No
35.2183821,-80.8096198,Pure DPC,No
39.2721635,-94.6669639,Pure DPC,No
46.9942713,-120.5475784,Pure DPC,No
33.9061722,-117.8369125,Pure DPC,No
33.0457836,-96.9210002,Pure DPC,No
47.419238,-120.3158258,Pure DPC,No
33.3366209,-111.775627,Pure DPC,No
38.4668545,-107.8653752,Hybrid,No
33.6176431,-111.8926769,Pure DPC,No
29.51979429999999,-98.5079591,Pure DPC,No
32.6062392,-97.0992625,Pure DPC,No
40.3334534,-74.2419136,Pure DPC,No
39.0928611,-108.5908353,Pure DPC,No
27.3161506,-80.3852631,Pure DPC,No
42.8010886,-85.5077103,Pure DPC,No
39.3807167,-77.416018,Pure DPC,No
37.77614459999999,-100.016991,Pure DPC,No
34.4456775,-85.71782069999999,Pure DPC,No
34.4456775,-85.71782069999999,Pure DPC,No
34.4456775,-85.71782069999999,Pure DPC,No
34.4456775,-85.71782069999999,Pure DPC,No
40.5221288,-104.9763727,Hybrid,Yes
32.9063556,-96.4093581,Unknown/Other,No
43.1044922,-88.34448929999999,Pure DPC,No
36.3275962,-86.58115719999999,Pure DPC,No
32.2732554,-110.8734161,Hybrid,No
28.0821206,-82.4241196,Hybrid,No
39.2250663,-94.7602192,Pure DPC,No
27.4800347,-82.4318557,Hybrid,No
34.51599,-82.649693,Pure DPC,No
41.8379269,-72.55777259999999,Pure DPC,No
38.2647149,-122.0230989,Pure DPC,No
39.9327549,-75.1541618,Pure DPC,No
30.3192739,-97.70030539999999,Pure DPC,No
42.9126669,-71.9368863,Hybrid,No
47.7524714,-116.7919724,Pure DPC,No
35.27715300000001,-120.6612192,Hybrid,No
40.2311626,-76.90819139999999,Unknown/Other,No
34.1668853,-118.8319535,Pure DPC,No
29.6054172,-95.63615949999999,Pure DPC,No
36.1849537,-94.54112930000001,Pure DPC,No
34.2750701,-86.2057268,Pure DPC,No
34.1565992,-118.6408362,Pure DPC,No
26.2591114,-80.24500619999999,Pure DPC,No
33.7913089,-116.4054464,Pure DPC,No
31.12495629999999,-97.4498533,Pure DPC,Yes
44.0171408,-107.9531781,Hybrid,Yes
38.89856839999999,-77.2682648,Hybrid,No
34.6919822,-86.5702393,Pure DPC,No
40.091982,-83.0183878,Pure DPC,No
29.988263,-95.50113309999999,Hybrid,Yes
44.0927031,-123.0644087,Pure DPC,No
37.1097866,-113.5797588,Pure DPC,No
41.715774,-72.5892886,Hybrid,No
25.7739947,-80.1393702,Pure DPC,No
39.7480261,-75.2174096,Unknown/Other,No
41.3907252,-87.3699845,Pure DPC,No
43.6250708,-70.28904899999999,Pure DPC,No
42.8161727,-83.2566641,Hybrid,No
42.4691299,-92.36073359999999,Pure DPC,No
41.6022206,-74.29921689999999,Pure DPC,No
32.3141671,-106.7804382,Pure DPC,No
32.7095213,-97.40778329999999,Pure DPC,No
30.5999655,-87.1592549,Hybrid,No
36.3536181,-94.19686229999999,Pure DPC,No
37.1023326,-93.81820839999999,Pure DPC,No
29.5923355,-95.6166662,Hybrid,Yes
38.2223857,-85.6649594,Pure DPC,No
34.8081681,-92.4638916,Pure DPC,No
29.5753556,-95.2632609,Pure DPC,No
38.47785820000001,-107.8706744,Pure DPC,No
44.0419522,-70.7002466,Pure DPC,No
39.0350281,-77.4041287,Pure DPC,No
41.5585077,-93.66727530000001,Pure DPC,No
29.7779042,-95.7753536,Pure DPC,No
33.4011781,-111.925791,Pure DPC,Yes
37.4372284,-94.70225359999999,Pure DPC,No
38.4256079,-78.848287,Pure DPC,No
35.5452855,-77.053152,Pure DPC,No
33.408163,-111.7346658,Pure DPC,No
27.9227533,-82.4934024,Pure DPC,No
40.02616159999999,-82.9333207,Pure DPC,No
30.0210188,-82.35471319999999,Pure DPC,No
43.7254652,-70.2469626,Pure DPC,No
30.4305626,-91.10765219999999,Pure DPC,No
46.9208393,-97.54918579999999,Pure DPC,No
34.5128223,-84.93915960000001,Pure DPC,No
35.088112,-106.5853914,Pure DPC,No
39.29939510000001,-85.2115634,Pure DPC,No
32.4604157,-90.1154035,Hybrid,No
30.0427992,-93.8244663,Pure DPC,No
44.7556297,-85.6452934,Pure DPC,No
29.5062806,-98.4767782,Pure DPC,No
44.90968700000001,-123.0280562,Pure DPC,No
29.5154495,-98.5716789,Pure DPC,No
42.2462051,-85.59479089999999,Pure DPC,No
41.4742557,-87.4016281,Pure DPC,No
36.1581771,-81.1439542,Pure DPC,Yes
38.3291303,-85.4710344,Pure DPC,No
37.2497073,-76.7020237,Pure DPC,No
34.2099601,-77.8412876,Pure DPC,No
29.7288681,-98.1039364,Pure DPC,No
40.0816037,-83.1268673,Pure DPC,No
32.8885871,-97.09560959999999,Pure DPC,No
26.7121623,-80.14749259999999,Hybrid,No
32.5758879,-97.2221211,Unknown/Other,No
32.923762,-96.785173,Hybrid,No
29.5999173,-95.6174269,Pure DPC,No
48.40317229999999,-114.3386767,Pure DPC,No
32.6174909,-96.918272,Pure DPC,No
42.2750639,-78.67280710000001,Pure DPC,No
41.4336034,-87.4708582,Pure DPC,No
44.9115553,-123.0444247,Pure DPC,No
38.997455,-77.4468461,Pure DPC,No
34.9631934,-89.9861134,Pure DPC,No
35.1966581,-80.8389806,Pure DPC,No
42.3971778,-75.18228529999999,Pure DPC,No
39.5860245,-84.0786344,Pure DPC,No
38.9115487,-94.39042219999999,Pure DPC,No
30.3094484,-81.6129052,Pure DPC,No
30.28915039999999,-81.5775561,Pure DPC,No
36.4022494,-83.0156179,Pure DPC,No
44.1357126,-73.0756536,Pure DPC,No
39.98168620000001,-86.12734999999999,Pure DPC,No
41.2152726,-86.37545949999999,Pure DPC,No
47.9144619,-122.0891311,Hybrid,No
33.11544,-96.6768851,Hybrid,No
40.7093982,-74.0100436,Pure DPC,No
38.4237719,-82.4354541,Pure DPC,No
26.6077203,-82.0269416,Pure DPC,No
44.0621655,-121.3123759,Pure DPC,No
38.6359297,-90.3440978,Pure DPC,No
34.1051764,-118.1501227,Pure DPC,No
39.2695911,-94.4524453,Pure DPC,No
30.6744591,-96.3685448,Pure DPC,No
33.4953904,-112.511984,Pure DPC,No
34.1771312,-118.2983811,Hybrid,No
47.52227389999999,-120.4680639,Pure DPC,No
40.7126587,-73.9900231,Pure DPC,No
40.1296424,-83.025396,Pure DPC,No
41.6673177,-72.7895831,Pure DPC,No
39.6121921,-84.1573301,Pure DPC,No
43.0958323,-89.3376603,Pure DPC,No
40.8267656,-81.4006766,Pure DPC,Yes
47.7508838,-122.6473868,Unknown/Other,No
35.0263033,-80.8374709,Hybrid,No
35.40395609999999,-80.86761510000001,Hybrid,No
35.119634,-80.71425169999999,Hybrid,No
35.095545,-80.867226,Hybrid,No
35.1483788,-80.8406333,Hybrid,No
35.1013325,-80.9925463,Hybrid,No
35.054594,-80.7710613,Hybrid,No
37.8186595,-96.84864739999999,Pure DPC,No
36.0930486,-83.91942879999999,Pure DPC,No
30.18512359999999,-81.5480013,Pure DPC,No
34.7204108,-86.5864673,Hybrid,No
37.3065621,-89.5218562,Hybrid,No
33.6530501,-112.2578977,Hybrid,No
36.1737876,-86.58366269999999,Pure DPC,No
35.1467091,-101.9248812,Pure DPC,No
40.566788,-105.046232,Pure DPC,No
42.2650733,-83.87666449999999,Pure DPC,No
34.0752818,-81.1778504,Pure DPC,No
26.0676748,-81.7073583,Pure DPC,No
33.0457836,-96.9210002,Pure DPC,No
41.879312,-87.807807,Pure DPC,No
27.6841295,-97.3771761,Pure DPC,No
34.0623692,-80.95761820000001,Pure DPC,No
40.330761,-74.078727,Pure DPC,No
33.1727878,-96.8463027,Hybrid,No
33.5719034,-111.7163312,Pure DPC,No
43.035056,-88.1499147,Pure DPC,Yes
37.5200282,-77.4451819,Pure DPC,No
40.633754,-111.8118175,Pure DPC,No
33.6793344,-112.224896,Pure DPC,No
41.8714457,-87.79427609999999,Pure DPC,No
34.0893439,-84.5262513,Pure DPC,No
34.8001604,-82.2862908,Pure DPC,No
25.8212276,-80.3263975,Hybrid,No
26.0026191,-80.1426403,Hybrid,Yes
35.1035159,-89.873387,Pure DPC,Yes
43.6541564,-116.6976577,Pure DPC,No
30.1302933,-95.5530735,Pure DPC,Yes
39.2243713,-85.8785659,Pure DPC,No
38.0542215,-83.9435973,Pure DPC,No
40.426545,-79.673926,Unknown/Other,No
40.2783936,-78.8485251,Unknown/Other,No
27.227367,-81.8528425,Pure DPC,No
43.6863977,-116.3339076,Pure DPC,Yes
45.3797923,-122.7439215,Pure DPC,No
41.921409,-87.65798099999999,Pure DPC,No
32.9390365,-117.0527208,Pure DPC,No
41.8829666,-87.6247111,Pure DPC,No
27.1765815,-80.2378104,Pure DPC,No
35.031642,-85.30305790000001,Pure DPC,No
34.4456775,-85.71782069999999,Pure DPC,No
34.4456775,-85.71782069999999,Pure DPC,No
34.0423404,-84.1853407,Pure DPC,No
33.8364182,-84.3120564,Pure DPC,No
33.9163987,-84.359093,Pure DPC,No
35.2924751,-81.5404227,Pure DPC,No
35.5870139,-82.4934487,Pure DPC,No
43.6388026,-70.25301929999999,Pure DPC,No
41.136188,-104.8169168,Hybrid,No
40.7011613,-104.999996,Hybrid,No
39.0420356,-95.7277608,Pure DPC,Yes
40.8199062,-74.22146339999999,Pure DPC,No
35.1054362,-106.5502917,Pure DPC,No
48.1135001,-123.4322832,Pure DPC,No
39.0444833,-94.62026019999999,Pure DPC,Yes
40.2622665,-111.6649546,Hybrid,No
40.7162672,-74.03675969999999,Pure DPC,No
35.7422031,-78.77670230000001,Pure DPC,No
41.4598417,-81.48891019999999,Pure DPC,No
26.0244457,-80.2321151,Pure DPC,No
27.7721426,-82.6759668,Pure DPC,No
36.2070958,-86.5163525,Hybrid,Yes
42.1501009,-72.4733348,Pure DPC,No
38.6053273,-90.56440119999999,Pure DPC,No
39.167845,-78.1730506,Pure DPC,No
35.214794,-84.8812111,Pure DPC,No
28.7535058,-81.339328,Hybrid,No
33.9786616,-84.4410716,Pure DPC,No
35.3402234,-80.7679015,Pure DPC,No
30.377452,-91.14435449999999,Pure DPC,No
46.7184967,-117.1656078,Pure DPC,No
30.00639009999999,-95.14704329999999,Hybrid,No
42.1749142,-72.48458169999999,Hybrid,No
35.9012249,-78.67909619999999,Pure DPC,No
42.95315,-76.1267809,Pure DPC,No
28.083654,-82.50137099999999,Pure DPC,No
42.3341563,-83.0514848,Hybrid,No
29.9825126,-95.1687974,Pure DPC,No
39.61872169999999,-104.9022559,Hybrid,Yes
37.3682691,-122.0824676,Pure DPC,No
35.6374914,-97.5694797,Pure DPC,No
42.9720142,-78.6935045,Pure DPC,No
36.843021,-76.0655049,Pure DPC,No
33.5096602,-82.0413203,Hybrid,No
38.55810719999999,-91.01208779999999,Pure DPC,No
40.184047,-76.18412479999999,Pure DPC,No
34.9784465,-80.8565351,Pure DPC,No
43.2288652,-87.925207,Pure DPC,No
46.5747598,-120.5573392,Pure DPC,No
30.1233573,-95.5534579,Pure DPC,No
33.754183,-84.388538,Pure DPC,No
41.0453556,-73.8613867,Pure DPC,No
37.7843231,-122.4384298,Pure DPC,No
39.9721552,-86.1970903,Pure DPC,No
41.5502251,-90.49543,Pure DPC,No
30.1898064,-85.7799441,Pure DPC,No
32.2227623,-110.8434175,Pure DPC,No
38.20058239999999,-120.6919182,Pure DPC,No
28.8187839,-81.8766191,Pure DPC,Yes
32.4153293,-90.1131839,Pure DPC,No
